"","effect_sizes","N_t","N_pers","pre_slope","step","slope","step2","bias_pre_slope","bias_step","bias_slope","bias_step2","Precision_pre_slope","Precision_step","Precision_slope","Precision_step2"
"127",0.025,20,1300,1,0.086,0.658,0.079,-0.00135665359352104,0.00469615930595875,0.00778850828914903,-0.0532480050085987,0.00194299523283299,0.0168556248737975,0.00403919971286318,0.0324798386487481
"128",0.025,20,1500,1,0.102,0.747,0.086,0.00305743122575079,-0.0160315172624391,0.00011708244606592,-0.0599703651439807,0.0018637573710528,0.0156558552423798,0.00382222338673656,0.0301693281430659
"129",0.05,6,100,1,0.055,0.024,0.041,-0.0776953379243557,0.0400387772775026,0.111529702007701,-0.012114319901785,0.0454004817218924,0.102768962163213,0.0804099930783993,0.180798000473361
"130",0.05,6,300,1,0.069,0.032,0.043,-0.00588293101926119,-0.0767542618154668,-0.00164436471185759,0.0124604200398019,0.0266629184595974,0.0599228740340539,0.0460674988430269,0.101118885762209
"131",0.05,6,500,1,0.069,0.038,0.051,-0.00449648671023965,-0.0148139984969431,0.00603871649722222,-0.018114346145976,0.0201745879461113,0.0458467620712465,0.0346099001364263,0.0778678943743381
"132",0.05,6,700,1,0.088,0.055,0.064,-0.0155798818737033,0.000953461280227711,0.021528727882343,0.00397733817065988,0.0172721288568322,0.0411461941258934,0.0297583966604761,0.0692306716564402
"133",0.05,6,900,1,0.122,0.069,0.065,0.0146053940151505,-0.0920085229108266,-0.0393305801793759,0.0308272971079818,0.0158750761564454,0.037041933330274,0.0269366213797235,0.060654331157984
"134",0.05,6,1100,1,0.113,0.079,0.069,-0.00954328964774092,-0.0209663935947714,-0.00697017553378978,0.0651166099532261,0.0135986612521325,0.0317475201806068,0.0238515005144296,0.0535524723458993
"135",0.05,6,1300,1,0.117,0.079,0.082,-0.00655290256826947,0.0532321305191913,0.0178238161081972,0.0115681248502668,0.0126886604733835,0.0291242588119396,0.0220159073708799,0.0505546865140946
"136",0.05,6,1500,1,0.136,0.1,0.091,-0.00891705466734215,0.0129375431141502,-0.0139870526767782,0.0532579734151294,0.0119745743134273,0.02809459894374,0.0203813858712611,0.0464735721705434
"137",0.05,8,100,1,0.062,0.043,0.055,-0.0437628596891061,0.0748129288971885,-0.0293897525615058,0.312839034859789,0.0295550305981656,0.101175420304901,0.0610876105958026,0.200568018506988
"138",0.05,8,300,1,0.066,0.057,0.061,-0.0272406679490962,0.15342822774119,-0.0124101083835166,0.22417271958039,0.0165869620653493,0.0580037623679872,0.0356662568834133,0.114399122411078
"139",0.05,8,500,1,0.082,0.08,0.064,-0.0129706114515938,0.0359670917084713,0.0410311435555493,-0.0810121505354393,0.0130141495369455,0.043372677921318,0.0277522365628892,0.0868462123379639
"140",0.05,8,700,1,0.083,0.114,0.07,0.00487796173483254,-0.00784522685961479,0.0169362786493916,-0.0710160108162293,0.0109982096063054,0.0368397047884709,0.0245896937180978,0.0752732425275667
"141",0.05,8,900,1,0.097,0.14,0.087,-0.015094000585989,0.0136491945537063,0.00782484061244011,0.0401399193874124,0.00979389425599227,0.0332334861449345,0.0211407108440086,0.068495663516054
"142",0.05,8,1100,1,0.12,0.157,0.086,0.00503003505557436,-0.0584444806639998,0.0409034915290007,-0.16806448911696,0.00874161030622321,0.0300496735934571,0.0190174935403447,0.0592715183149646
"143",0.05,8,1300,1,0.112,0.194,0.09,0.00131520501287653,0.022027834851179,-0.00380384717619349,0.00238584823719602,0.00763322279407875,0.0268628514296877,0.0171637826857365,0.0551225763023296
"144",0.05,8,1500,1,0.117,0.217,0.08,-0.0152075445550547,0.0503629816766067,-0.00666429937771522,0.111127699098345,0.00723395421695652,0.0243536256701192,0.0164219057475988,0.0513898726927479
"145",0.05,10,100,1,0.053,0.048,0.044,-0.0302969289463006,0.246867993814205,-0.0705664042860288,0.488483794190048,0.0202957301344675,0.0817319241090599,0.0383715283343811,0.145542473862065
"146",0.05,10,300,1,0.077,0.104,0.051,0.0056196331923135,-0.0456467840276423,-0.00526187622820293,-0.0146485569849246,0.0115703303062117,0.0474860583833526,0.0216362453112211,0.0840733182477783
"147",0.05,10,500,1,0.071,0.151,0.066,0.00159008301032222,0.0016906245774092,-0.0132730657923694,0.00017879449350736,0.00863154846815845,0.0343991806476242,0.0170667705727154,0.0632851709832646
"148",0.05,10,700,1,0.107,0.208,0.065,-0.00071905800344077,-0.0233276794064461,0.0140502382739733,-0.0690765512733607,0.0078219187163941,0.0303968110981622,0.0146098105778866,0.0544674107196912
"149",0.05,10,900,1,0.121,0.298,0.081,0.00912637251665474,-0.0410390616173618,-0.0178425333567148,-0.00523016426200424,0.00673139594013576,0.0270477473865774,0.0123195786156889,0.0463574937464115
"150",0.05,10,1100,1,0.13,0.33,0.082,-0.00323865551810745,-0.0070100342974394,0.0123853379987827,-0.0320335351896753,0.00624821431291975,0.02419894842086,0.0113952004680151,0.0428702754457562
"151",0.05,10,1300,1,0.148,0.377,0.088,-0.00164237230485664,0.0108884470231726,0.0116292653536003,-0.019511961481151,0.00558441721430444,0.0219066782785944,0.0103560868883261,0.0396686104027353
"152",0.05,10,1500,1,0.163,0.451,0.094,-0.00249895918054745,0.0124644259545018,-0.000400451154449631,0.0170107311016603,0.00543340458176825,0.0208416581672204,0.00943471383932294,0.0355115584486296
"153",0.05,12,100,1,0.05,0.075,0.042,-0.00412440879599466,0.0278034627003716,-0.00359295512419505,0.113256093766046,0.0153977246310762,0.075364082767717,0.033266095708389,0.150374679281686
"154",0.05,12,300,1,0.08,0.166,0.068,0.00360157121855827,0.0259414847967279,-0.0161751586176008,0.0983636235682967,0.00898312051583093,0.0466625144947206,0.0183966175115982,0.0913637809120829
"155",0.05,12,500,1,0.091,0.25,0.075,-0.0053674137289557,0.0056971238226519,0.020394318624884,-0.010750276514367,0.00674268299202876,0.0344589246346155,0.014344445819217,0.0668387452509029
"156",0.05,12,700,1,0.105,0.377,0.068,0.000542042084228179,0.0228969543442159,-0.018359061153182,0.0659934430101625,0.00581567050242691,0.0293416918378886,0.0121092298888222,0.056409387906675
"157",0.05,12,900,1,0.136,0.475,0.109,0.00464979831735006,-0.0350106844347353,-0.0118480551478093,-0.0252135441734791,0.00509448439532587,0.0263205589308435,0.0108637232929778,0.0524773058857471
"158",0.05,12,1100,1,0.138,0.514,0.091,0.00253859292144276,-0.020007877249357,0.0099371513256597,-0.0518675080981262,0.00454706585245988,0.0225305767847775,0.00965999913444517,0.0448567653426013
"159",0.05,12,1300,1,0.164,0.597,0.132,0.00265522853806933,-0.0202819138023079,0.00425437433461043,-0.063211870485033,0.00440742807153443,0.0215187943088268,0.0092613569389925,0.0434123276122537
"160",0.05,12,1500,1,0.195,0.671,0.132,0.00682730846957157,-0.033232238854431,0.000461006884900005,-0.0741485354222345,0.00395309634015563,0.0200958182384672,0.00814157722530344,0.0389174936866645
"161",0.05,14,100,1,0.05,0.086,0.043,0.0129183221074127,-0.0704826808320028,0.0257103830152684,-0.221191194540064,0.0123420491475373,0.0689400421007777,0.0230283718724215,0.124742181426947
"162",0.05,14,300,1,0.08,0.269,0.05,0.012693848744192,-0.0678970968643737,-0.0201823300022362,-0.0206066068454255,0.00689036316605576,0.0398840499162095,0.0133922947084388,0.0708474866981604
"163",0.05,14,500,1,0.104,0.412,0.073,0.00137100387162259,0.0135021527605296,-0.00542750083411972,0.0075150275475673,0.00549888915934294,0.0310794582282543,0.0106950649194442,0.0565066872508486
"164",0.05,14,700,1,0.11,0.533,0.078,-0.0113095984689283,0.0035019396824592,0.0234495486921097,-0.0521449861851344,0.00452439035939817,0.0255185987111826,0.00844412827316015,0.0454042710412597
"165",0.05,14,900,1,0.134,0.683,0.089,-0.00386135296673364,-0.00162526088399645,0.00331708558397705,0.0313186421873021,0.0040566869277056,0.0225184449154597,0.00796874749635376,0.0408718601005578
"166",0.05,14,1100,1,0.142,0.778,0.116,-0.00111266898781818,0.017473026319635,2.17601752728385e-05,-0.00230372810880063,0.00349215917467514,0.0200634767146281,0.00707488727382984,0.0374042674202877
"167",0.05,14,1300,1,0.177,0.856,0.117,0.00675553249810616,-0.000790248197348496,-0.0109822018258235,-0.00194767342360357,0.00333573827652482,0.0186020093073554,0.00651693675923082,0.0350737864097425
"168",0.05,14,1500,1,0.21,0.886,0.163,-0.00221941624301157,-0.00843832418686264,0.0078799968186581,-0.036609199420352,0.00317474863419967,0.0185085840682587,0.00617334387462494,0.0343799096143693
"169",0.05,16,100,1,0.046,0.122,0.045,-0.00839555033271239,0.112488422026412,0.0231978881193724,-0.059904585000865,0.0100240906394516,0.0674668246259047,0.020276778943438,0.124480100988759
"170",0.05,16,300,1,0.077,0.346,0.049,-0.0050769919210861,0.0471128014969013,0.00573883921365882,-0.00580322455244645,0.00587255193776556,0.0386090570999159,0.011406108872283,0.0703961039854354
"171",0.05,16,500,1,0.108,0.566,0.076,-0.000128082808467305,-0.0178801487149967,0.00948376245245597,-0.0598011728085181,0.00458029858485393,0.0302928531071841,0.0092155627607027,0.0579287609147817
"172",0.05,16,700,1,0.121,0.735,0.081,0.00413286804711048,-0.00894324722466209,-0.0211654417074209,0.102682823945096,0.00380899889441897,0.02521994192437,0.00785846569458867,0.0492217152817053
"173",0.05,16,900,1,0.149,0.863,0.095,0.00240850819207974,0.0276670701455608,-0.0231124837272989,0.115510472082384,0.0032860126857817,0.0225741959431453,0.00660281381480483,0.0432021205132217
"174",0.05,16,1100,1,0.176,0.892,0.122,0.000286532267344786,-0.021695448719683,0.000511228520344375,-0.0171361401383355,0.00300996588501592,0.019663939224442,0.00634259275111786,0.0375350570533577
"175",0.05,16,1300,1,0.179,0.947,0.117,-0.00446022650776508,0.0526610590261611,-0.00720439029176782,0.0962474429139524,0.00280173367635362,0.018676837945687,0.00577584081886157,0.0354039059636886
"176",0.05,16,1500,1,0.24,0.966,0.161,0.0066649992261251,-0.037688854314116,-0.00717205351308309,-0.00508374082747414,0.00260765618961328,0.0175532102506291,0.00541179934065675,0.0341722096520632
"177",0.05,18,100,1,0.059,0.183,0.036,0.0106398705291118,-0.0926414957034026,0.0021420735195019,-0.143832799758999,0.0082396850257706,0.0605670579223265,0.0163991435439699,0.109406250823523
"178",0.05,18,300,1,0.08,0.503,0.069,0.00434035905047571,-0.0829969684442383,0.00715665684251025,-0.118863013477877,0.00486551714181752,0.0346002595945765,0.00959827714767302,0.0631143617008515
"179",0.05,18,500,1,0.096,0.747,0.073,-0.00943416929067437,0.0226876623223541,0.0235680986244613,-0.0505757715985973,0.00366504968682774,0.026818843820299,0.00722785502765887,0.0489318169748391
"180",0.05,18,700,1,0.138,0.9,0.102,-0.000885871445492374,-0.000664844620685389,-0.00276042410505694,0.0179990768095598,0.00305574284881614,0.0228727254997032,0.00616376453403288,0.043689974442426
"181",0.05,18,900,1,0.165,0.953,0.104,0.000600757052776881,0.00133472504279986,0.00487827186064495,-0.0164103017539329,0.0027396047773829,0.0202107114645914,0.00544632090726324,0.0360971468041725
"182",0.05,18,1100,1,0.204,0.984,0.118,0.00684922945837188,-0.0134486624646009,-0.00853622736672225,-0.0123678332500159,0.00243558371176286,0.0182935946210217,0.00491541680049177,0.0328140236244448
"183",0.05,18,1300,1,0.229,0.987,0.144,0.00124984329551654,-0.0125572402165655,-0.00259165175567593,0.00188905426907867,0.00230738009148475,0.0168978747160511,0.00467386906230765,0.0319423743884129
"184",0.05,18,1500,1,0.235,0.999,0.15,-0.00402126422967629,0.0305394379665896,0.0079387585017873,0.023936549313906,0.0021554594332941,0.0156036242883092,0.00428653747029156,0.0285235315212088
"185",0.05,20,100,1,0.06,0.237,0.055,-0.0056582806374178,0.00536832709924904,0.0211185687141691,-0.116339980263324,0.00725571021688389,0.0598830957736269,0.0153689225904122,0.117845504835101
"186",0.05,20,300,1,0.094,0.669,0.067,0.00815734527847862,-0.0598194491589719,-0.00845212941136061,-0.0428885119963241,0.00408049978694639,0.0346625406276383,0.008184022171358,0.064471603220239
"187",0.05,20,500,1,0.098,0.869,0.082,-0.00190936800381547,0.0150042668808187,0.00581836865659534,-0.0154530245167268,0.00319195666511611,0.0258934278744363,0.00661973709829224,0.0495811493057643
"188",0.05,20,700,1,0.163,0.95,0.096,0.00391532957752495,-0.024328437486376,-0.00252143044489305,-0.0137369341757574,0.00266588712188162,0.0233404513677304,0.0056156747324351,0.0439980712032519
"189",0.05,20,900,1,0.174,0.985,0.122,-0.00332047510508804,0.00589828450458837,0.00130206598623321,0.0353560914357579,0.00240702914966528,0.0202633500200457,0.00491631884276469,0.0381251158402572
"190",0.05,20,1100,1,0.197,0.993,0.134,-0.00171574796340495,0.0167856652277996,0.00248304733570992,0.00102703864545141,0.00212305926561303,0.0177180031371957,0.0045280567751542,0.0339539047033431
"191",0.05,20,1300,1,0.248,0.999,0.145,0.000584775146953913,-0.0276182044722055,-0.00103319822949215,-0.00517064568100408,0.00203009975908426,0.0167490085235183,0.00416153448186418,0.0328363079885162
"192",0.05,20,1500,1,0.281,0.999,0.156,-0.00298665793803027,-0.00294320875279597,0.000317316873358425,0.0330641919226991,0.00192097684468102,0.0156694817359309,0.00388958256619496,0.0294711433644102
"193",0.1,6,100,1,0.064,0.03,0.043,-0.015999588692588,-0.0247976418374375,-0.0765997649839321,0.190746237221484,0.0449718436950958,0.103467837405275,0.0774251444392455,0.178320955258229
"194",0.1,6,300,1,0.116,0.081,0.08,0.0347516085984487,-0.0493673520266903,-0.0246770880245471,-0.0329490164411038,0.0248666099291659,0.0590641488452384,0.0452988762983503,0.101833820850462
"195",0.1,6,500,1,0.16,0.137,0.095,-0.0159477436319255,-0.0351058848917432,-0.0404497380430943,0.148888148436103,0.0202215727328296,0.0474162876549288,0.0350524690447636,0.0789426981343954
"196",0.1,6,700,1,0.203,0.166,0.14,-0.00157154984992571,-0.0244262700700116,0.0649345734829641,-0.153965758102031,0.0174456657796304,0.0391865465419954,0.0302740500812843,0.0666861818254387
"197",0.1,6,900,1,0.268,0.224,0.167,0.0189049404859601,-0.0656024389081539,0.0150254867160985,-0.134433676115847,0.0153468886863054,0.0358114859087313,0.026437771904832,0.0589447521018913
"198",0.1,6,1100,1,0.257,0.278,0.185,-0.0240260325744925,0.0815911174034301,0.0164500490336355,0.058294986769738,0.0138848830344215,0.0328919453328057,0.0239351579410205,0.0550162913143629
"199",0.1,6,1300,1,0.312,0.334,0.188,-0.0203439128306481,0.0428471615570485,-0.00354522549934493,0.0852580032094165,0.0122544114770378,0.0302523228111429,0.0215435296871082,0.0471773560556597
"200",0.1,6,1500,1,0.373,0.4,0.251,0.0290941811414464,-0.0557126248973918,-0.0286952381313158,-0.0298233383740332,0.0116662615623776,0.0269806014059124,0.0209995248431659,0.0470205736456103
"201",0.1,8,100,1,0.078,0.075,0.07,-0.0130553058242459,-0.0350559027254954,0.0451423525662799,-0.0938157355120093,0.0287416520726705,0.0996358597694272,0.0622107707333149,0.206619545817981
"202",0.1,8,300,1,0.125,0.171,0.078,0.0183389278834581,-0.0885192015195019,-0.0198149833279479,-0.0556505947788819,0.0164003706649487,0.0547378878905236,0.0360773246945469,0.113421314627599
"203",0.1,8,500,1,0.168,0.279,0.118,0.0152149386754769,-0.0664998543180254,-0.00224742467406044,-0.086119546654641,0.0129694469337138,0.044770076872671,0.0285053521805927,0.0913385575691437
"204",0.1,8,700,1,0.196,0.383,0.129,0.0143217086010703,0.0257486468061517,-0.0180651772310066,-0.0311565128673581,0.01064345230284,0.0362316405422453,0.0233374809331373,0.0747810077764958
"205",0.1,8,900,1,0.252,0.484,0.168,0.000787799961147785,0.0048456582828982,-0.0120089279610943,0.0116322941584947,0.00964696914130432,0.0333027794280202,0.0210683025887705,0.0680158238937687
"206",0.1,8,1100,1,0.31,0.549,0.184,-0.000851694541034229,-0.00781264644461646,0.00310150601736123,-0.00542511908028224,0.00882998141621572,0.0302791679126695,0.0193549277696275,0.06175948331579
"207",0.1,8,1300,1,0.333,0.631,0.208,0.0030536067955474,0.000815967730114401,0.0032574434603471,-0.0139195813033107,0.00813743348733124,0.0269393472400934,0.0176739814601925,0.0552035396105587
"208",0.1,8,1500,1,0.394,0.702,0.225,-0.000886435955503279,-0.000460857933196687,0.00487129978080286,-0.0204734371866579,0.00727446203471184,0.0260094879716099,0.0162491464793865,0.0513465394411463
"209",0.1,10,100,1,0.078,0.128,0.048,-0.00390230921642197,0.0856506289782634,-0.075633578455044,0.377201856654598,0.0204128343041431,0.0825235583506235,0.0373632466234153,0.146428900000719
"210",0.1,10,300,1,0.142,0.367,0.101,0.0158272593411689,0.0179331594493057,-0.0324844745351715,0.0101449254823835,0.0119638098065427,0.046665194381316,0.022425769881419,0.084164794528666
"211",0.1,10,500,1,0.183,0.564,0.135,-0.010552361213785,0.043588065218781,0.0292754949000129,-0.0317052371637584,0.00891682117886208,0.0350500679754145,0.0171586291274725,0.0630191539035031
"212",0.1,10,700,1,0.264,0.753,0.161,-0.00354708567748686,0.0291318953569337,0.00304274694185933,0.05351540695402,0.00768836990985631,0.0309325139391062,0.0142904735068974,0.0552501537221234
"213",0.1,10,900,1,0.35,0.867,0.229,0.0149243912103537,-0.0438717020392846,-0.00222872328713219,-0.0882930736652342,0.00663824947998698,0.0263471913960223,0.0124100198625571,0.0475032514012709
"214",0.1,10,1100,1,0.414,0.932,0.276,-0.00422600039956454,0.0221755785274001,0.0153931855854567,-0.0146791355397094,0.00635299429851279,0.0246439581948253,0.0113873229000072,0.0446053926051043
"215",0.1,10,1300,1,0.436,0.957,0.282,-0.0171702306691498,0.0679524855612626,0.0101609443499464,0.0711223331357869,0.00572894207605391,0.0226118735893576,0.0107335359283006,0.0377213177911074
"216",0.1,10,1500,1,0.525,0.979,0.361,0.00657957590054909,-0.0309731419286645,7.70160351730067e-05,-0.0498645025167306,0.00509089007372937,0.0204233769613773,0.00972592889124699,0.0370292078571198
"217",0.1,12,100,1,0.063,0.213,0.073,-0.00666232547007885,0.192619562078769,-0.0292581275909669,0.203602431024311,0.0153487088588927,0.0769106779514404,0.032377945565643,0.154871461505699
"218",0.1,12,300,1,0.137,0.578,0.088,0.00636787925040924,0.0264849263458107,-0.0239538906359423,0.054474265101445,0.00838793323448932,0.0433019169499964,0.0177384688507929,0.0844062909727063
"219",0.1,12,500,1,0.216,0.816,0.147,0.0117730049975309,-0.01796152127107,-0.0209373091774946,-0.0112554707271978,0.00686504762254112,0.0342790857638003,0.0142096055235256,0.0664033663956514
"220",0.1,12,700,1,0.26,0.928,0.182,0.000146741228013793,0.0460510447933218,-0.00930922123749161,0.0449415336290919,0.00568605021455146,0.0284966275368978,0.01180782219095,0.0566979808282065
"221",0.1,12,900,1,0.369,0.973,0.215,0.00834508286456621,0.00689197716822536,-0.0248633173702168,0.0686063465133762,0.00517326275650225,0.0261208412931926,0.0104319479750544,0.050085958164671
"222",0.1,12,1100,1,0.46,0.988,0.285,0.00461575480968225,-0.0626957272325793,0.0159390593578722,-0.125560138403242,0.00453821948400474,0.023093281408366,0.00979575671843465,0.0463933874159536
"223",0.1,12,1300,1,0.44,0.994,0.279,-0.00494456543995719,0.094487664644207,-0.00298664728426003,0.0804463759649366,0.00445544753380592,0.0209559262189772,0.00889540022275945,0.0405588025330378
"224",0.1,12,1500,1,0.55,0.999,0.358,0.0069535064382514,-0.0172615703782205,0.00459765907327566,-0.0744156499765243,0.00387163649057413,0.0195743416771091,0.00812290320760926,0.0377849447778284
"225",0.1,14,100,1,0.091,0.341,0.063,0.00954274485693841,-0.0862920424928268,-0.0183443226951171,0.094828933939977,0.0120635857430018,0.0682247793539358,0.0232572149283208,0.126045186392639
"226",0.1,14,300,1,0.176,0.812,0.112,-0.010727584778909,0.0345378725499531,0.00854759063973229,0.064954411039406,0.0068914475379443,0.0393971769997652,0.0137243586028432,0.0704807683476785
"227",0.1,14,500,1,0.288,0.966,0.186,-0.0013170989065536,-0.0631892610337382,0.0159273425013988,-0.0855606456408756,0.00530349153688885,0.0305317955189381,0.0102516128116589,0.0568205233349487
"228",0.1,14,700,1,0.328,0.997,0.205,-0.0123735801693746,0.076544155787365,0.00115332649011905,0.114735300607505,0.00456434986055302,0.0262474504409363,0.00870479645630363,0.045842900829331
"229",0.1,14,900,1,0.406,0.999,0.29,-0.00929631150305052,0.0571374497451884,0.0122873179473907,0.00430402199851974,0.00401212671335792,0.0231728506034084,0.00786825331561115,0.0417698339835011
"230",0.1,14,1100,1,0.487,1,0.367,-0.00254893755932027,0.0205013149450964,0.0161017578337351,-0.0566114954854393,0.00362463797812788,0.0208861380316464,0.00717763029298541,0.038147122301718
"231",0.1,14,1300,1,0.568,1,0.371,-0.00612503570749201,0.0446721266227242,-0.00422904586041995,0.0879872692997431,0.00341224940598258,0.0191861993422045,0.00641927681174358,0.0341728153252475
"232",0.1,14,1500,1,0.626,1,0.415,-0.00569085530961255,0.0490956144437525,-0.00487619302626231,0.104887082902312,0.00316004977265985,0.01769672428679,0.00619318032689887,0.0312038144814778
"233",0.1,16,100,1,0.092,0.463,0.072,-0.00386264466494985,0.0376530320247977,0.00806978610483958,-0.0407643466061822,0.0100954372902943,0.0676688679268671,0.0205800082096935,0.127652518683747
"234",0.1,16,300,1,0.171,0.931,0.107,0.00577528112507416,-0.00747718822008479,-0.00407046610134552,0.0114548660773635,0.00566173181140302,0.0381539692041419,0.0115391013240779,0.0735468057255118
"235",0.1,16,500,1,0.27,0.993,0.181,0.00779679924184402,-0.0308898374126558,-0.00226719737691683,-0.048981838623981,0.0045486025042191,0.0295005232144256,0.00926549781357314,0.0575833211078093
"236",0.1,16,700,1,0.364,1,0.232,0.00102273947411491,0.0356313978661201,-0.00723702179893686,0.0359153756906736,0.00369612015298319,0.0248733936163979,0.00768460543784703,0.0491872197693638
"237",0.1,16,900,1,0.466,1,0.301,0.00511934957181062,-0.00560251288834875,-0.0051988810171559,-0.0191482594832633,0.00333993466424436,0.0224905592562506,0.00690297102538118,0.0438188855703514
"238",0.1,16,1100,1,0.541,1,0.335,-0.000595986678904175,-0.0197003630943394,0.00566729000561253,-0.0346745187539129,0.0030493450168249,0.0206769289853974,0.0062077080297684,0.0392669327758825
"239",0.1,16,1300,1,0.608,1,0.393,-0.00114227727357927,0.00524190202669039,-0.00271182760637856,0.0143379838629277,0.00275691916052491,0.0184899188055752,0.00592819987563412,0.0363231316125696
"240",0.1,16,1500,1,0.678,1,0.446,0.00193290376458217,0.010395417573489,-0.00833424491734549,0.0417955860931604,0.00263446868205196,0.0169776202432109,0.00544178558668021,0.0328307388349841
"241",0.1,18,100,1,0.079,0.653,0.06,0.00228229566192156,-0.023859977228088,0.002339108433916,-0.0476378685677563,0.00802230062108739,0.0584341940129372,0.0162979731493793,0.11037520862059
"242",0.1,18,300,1,0.215,0.988,0.143,0.00110342400594526,-0.0442238596017268,0.0114275188655469,-0.0643458351594555,0.00484857197050949,0.0359931759467592,0.00942044214994077,0.0653375349489733
"243",0.1,18,500,1,0.325,1,0.225,0.00451361574081055,-0.00272259031228563,0.00500897099400936,-0.0858418555364462,0.00379464373549605,0.0272846180198713,0.00749910368644228,0.0514392733662316
"244",0.1,18,700,1,0.417,1,0.274,-0.00714600311051775,0.0560950660647822,0.00414971127467302,0.0624274271637216,0.00313676409457733,0.0230708300696766,0.00606600936462893,0.0426075339269921
"245",0.1,18,900,1,0.504,1,0.364,-0.00305110893483931,0.0242133986401484,0.00401379928555333,0.0129407187392147,0.00269093916900884,0.0200056099370185,0.00545461321231024,0.0379987461408107
"246",0.1,18,1100,1,0.632,1,0.434,0.00567251881862055,-0.036764566312312,-0.00152030043525376,-0.0448347696548096,0.00249803056321248,0.0185870987815121,0.00498517730621561,0.0335081573950425
"247",0.1,18,1300,1,0.701,1,0.5,0.0013957695490395,-0.0167859462851519,0.00123024491900827,-0.0231395202036382,0.00238764533015038,0.0170164236067766,0.00444095347792766,0.0308505916768377
"248",0.1,18,1500,1,0.761,1,0.541,-0.00518633540122794,0.00717209550830138,0.00213275716223931,0.0309797630474108,0.00218522443327791,0.0159785266131972,0.00420653870669993,0.0290654198046053
"249",0.1,20,100,1,0.101,0.784,0.074,0.00727508360392466,0.019699856322389,-0.0197939692775522,0.0764262723786086,0.00705430743429939,0.0590757208180477,0.0146326189592322,0.111785523887777
"250",0.1,20,300,1,0.208,1,0.144,0.00136737616480661,0.000154428760342301,-0.00233578417334099,-0.0531058848565729,0.00409675676163444,0.03388727983334,0.00856023962977725,0.0636422509761666
"251",0.1,20,500,1,0.304,1,0.203,-0.00184348914556487,0.0795023836065696,-0.00166599729931468,0.0941134539333388,0.00325736440439473,0.0267498423186189,0.00652291626662493,0.0508756225747109
"252",0.1,20,700,1,0.447,1,0.285,0.000367485266030833,-0.00546977887239428,0.00338418381981218,-0.0279698861201183,0.00265655946841454,0.0220936370108088,0.00551412755735541,0.0418629663763109
"253",0.1,20,900,1,0.55,1,0.376,0.00667579388492397,-0.0349915868766463,-0.00234058910034647,-0.0612551512076015,0.0023513914280465,0.0198236947236084,0.00496359334830477,0.0387442359021997
